user_cid	business_cid	review_cid	stars
2157	132	12037	3.0
702	1504	12038	3.0
1217	2182	12039	4.0
2047	1589	12040	5.0
4062	317	12041	4.0
4159	718	12042	5.0
2924	336	12043	5.0
2003	1581	12044	5.0
13	1770	12045	5.0
191	371	12046	2.0
522	701	12047	4.0
1870	1598	12048	4.0
1709	398	12049	4.0
3840	1155	12050	5.0
982	1929	12051	3.0
3038	560	12052	1.0
655	1905	12053	4.0
1815	1492	12054	3.0
776	771	12055	3.0
210	995	12056	1.0
3004	514	12057	4.0
2655	1878	12058	3.0
1621	1504	12059	4.0
1030	1918	12060	5.0
933	784	12061	4.0
1433	294	12062	3.0
3099	1575	12063	2.0
3096	187	12064	3.0
445	741	12065	5.0
1277	384	12066	4.0
2544	742	12067	5.0
2059	2136	12068	5.0
2356	2018	12069	4.0
2335	1599	12070	5.0
3738	1190	12071	5.0
190	1479	12072	5.0
3050	538	12073	5.0
4194	668	12074	5.0
192	2125	12075	5.0
243	1884	12076	4.0
2100	608	12077	2.0
2984	1368	12078	5.0
4002	1274	12079	4.0
1051	348	12080	5.0
3188	207	12081	3.0
2499	1778	12082	4.0
2511	1581	12083	4.0
1076	436	12084	4.0
3107	934	12085	2.0
2008	1976	12086	5.0
419	942	12087	5.0
2210	80	12088	4.0
1213	2063	12089	4.0
830	127	12090	4.0
1766	1446	12091	5.0
22	165	12092	5.0
50	195	12093	5.0
276	1842	12094	5.0
4065	703	12095	4.0
4223	1083	12096	5.0
813	566	12097	5.0
1685	363	12098	3.0
174	209	12099	5.0
1697	683	12100	2.0
4277	1608	12101	3.0
3377	853	12102	4.0
3123	1438	12103	5.0
1397	2159	12104	3.0
1341	1677	12105	3.0
1403	1159	12106	5.0
354	581	12107	4.0
2316	1333	12108	4.0
1968	384	12109	4.0
2581	2012	12110	4.0
2264	1439	12111	5.0
2743	1588	12112	4.0
4191	258	12113	3.0
1723	2177	12114	4.0
1845	5	12115	4.0
4243	2008	12116	4.0
1438	1657	12117	3.0
3475	866	12118	2.0
1202	1099	12119	3.0
1461	1852	12120	4.0
1049	1792	12121	4.0
947	1820	12122	4.0
3816	268	12123	5.0
933	2058	12124	5.0
1477	1062	12125	4.0
2317	303	12126	4.0
532	2204	12127	5.0
4194	1724	12128	4.0
101	1180	12129	4.0
3909	438	12130	1.0
240	2117	12131	5.0
1591	659	12132	4.0
3099	882	12133	5.0
3894	688	12134	5.0
2883	1532	12135	5.0
2732	1100	12136	4.0
1675	1759	12137	5.0
3943	1532	12138	5.0
1792	1020	12139	5.0
2539	221	12140	3.0
2730	1058	12141	2.0
2347	145	12142	5.0
547	1732	12143	3.0
105	709	12144	4.0
1687	2012	12145	4.0
1316	1504	12146	1.0
523	2100	12147	5.0
3014	23	12148	2.0
2531	185	12149	5.0
616	405	12150	5.0
3258	2177	12151	5.0
3038	669	12152	3.0
1723	1973	12153	2.0
1572	1730	12154	5.0
3854	1910	12155	4.0
520	288	12156	3.0
1765	282	12157	4.0
2007	2019	12158	5.0
2086	1092	12159	3.0
3817	1947	12160	5.0
2010	2022	12161	2.0
2252	1498	12162	5.0
31	70	12163	4.0
1754	1367	12164	5.0
4116	1335	12165	4.0
2573	144	12166	3.0
1449	195	12167	5.0
3365	1280	12168	5.0
889	2024	12169	2.0
2119	181	12170	5.0
1016	1938	12171	4.0
3200	1100	12172	4.0
2929	1525	12173	4.0
290	1767	12174	1.0
1030	712	12175	5.0
2734	403	12176	4.0
3384	360	12177	3.0
3677	1429	12178	4.0
1293	1941	12179	4.0
57	1203	12180	1.0
2581	2150	12181	5.0
1851	895	12182	4.0
1621	294	12183	5.0
2043	2051	12184	5.0
39	354	12185	4.0
597	275	12186	5.0
2587	1379	12187	5.0
162	44	12188	4.0
61	759	12189	3.0
2722	1261	12190	4.0
38	299	12191	5.0
1533	1644	12192	5.0
1638	1061	12193	5.0
2068	988	12194	5.0
2387	1640	12195	5.0
3762	534	12196	3.0
2897	1378	12197	3.0
3063	631	12198	4.0
776	749	12199	4.0
3265	187	12200	4.0
4301	53	12201	5.0
3975	1842	12202	4.0
2582	303	12203	4.0
2133	895	12204	4.0
247	673	12205	2.0
381	1458	12206	4.0
1205	599	12207	5.0
143	853	12208	4.0
910	1470	12209	4.0
1321	373	12210	4.0
1590	1724	12211	4.0
2745	1396	12212	4.0
2630	1138	12213	4.0
1248	244	12214	4.0
4134	1462	12215	5.0
3110	649	12216	3.0
3184	2135	12217	4.0
371	952	12218	4.0
233	630	12219	4.0
1453	1704	12220	5.0
4040	919	12221	4.0
2286	195	12222	5.0
2455	694	12223	5.0
1139	1429	12224	4.0
3129	1045	12225	5.0
1660	2163	12226	5.0
3376	68	12227	5.0
1862	596	12228	4.0
1242	682	12229	4.0
1979	1172	12230	3.0
4223	363	12231	5.0
3568	221	12232	5.0
1817	1904	12233	4.0
1369	522	12234	3.0
803	596	12235	5.0
3448	1949	12236	4.0
446	607	12237	2.0
3979	1378	12238	3.0
3122	162	12239	1.0
953	776	12240	4.0
802	25	12241	3.0
496	1611	12242	3.0
374	663	12243	2.0
151	173	12244	5.0
3630	1142	12245	4.0
2930	252	12246	4.0
3781	1735	12247	2.0
1365	1123	12248	1.0
3140	1018	12249	1.0
1012	1359	12250	4.0
1764	460	12251	4.0
796	1139	12252	3.0
2634	270	12253	5.0
2660	736	12254	5.0
2246	1213	12255	4.0
2959	1145	12256	1.0
2460	749	12257	3.0
1510	1916	12258	5.0
1846	1407	12259	3.0
4095	1815	12260	5.0
1875	928	12261	2.0
2279	1092	12262	5.0
1912	1898	12263	5.0
3594	257	12264	4.0
2549	68	12265	3.0
3854	123	12266	4.0
2134	659	12267	5.0
4261	1564	12268	5.0
1534	744	12269	5.0
3710	462	12270	3.0
3969	1373	12271	4.0
2771	1624	12272	5.0
2830	1480	12273	1.0
4120	1787	12274	4.0
2	482	12275	5.0
266	907	12276	5.0
242	668	12277	4.0
3247	813	12278	5.0
3146	1328	12279	1.0
3021	651	12280	5.0
3580	129	12281	4.0
194	1513	12282	3.0
129	1683	12283	4.0
652	720	12284	4.0
2243	2107	12285	5.0
1492	1191	12286	4.0
1580	344	12287	3.0
2231	187	12288	3.0
1386	2090	12289	3.0
3049	548	12290	4.0
2995	781	12291	5.0
1346	100	12292	5.0
2686	55	12293	4.0
3258	877	12294	3.0
1492	1218	12295	3.0
2381	1898	12296	4.0
1343	958	12297	4.0
243	2004	12298	3.0
368	1819	12299	4.0
1186	784	12300	4.0
1453	1089	12301	3.0
3525	2166	12302	3.0
286	450	12303	3.0
695	720	12304	5.0
1708	2058	12305	4.0
1157	920	12306	4.0
1573	899	12307	4.0
857	78	12308	5.0
3026	2141	12309	5.0
2023	2073	12310	3.0
3424	1522	12311	4.0
565	1643	12312	3.0
75	1028	12313	5.0
1147	912	12314	4.0
1391	399	12315	4.0
923	1662	12316	3.0
16	1532	12317	4.0
1129	535	12318	4.0
103	1368	12319	5.0
2499	549	12320	5.0
3722	595	12321	3.0
2867	2139	12322	5.0
862	2013	12323	4.0
371	43	12324	5.0
1438	1787	12325	4.0
3592	798	12326	5.0
2703	1055	12327	5.0
1870	1401	12328	3.0
3547	1506	12329	1.0
243	1089	12330	4.0
119	2029	12331	4.0
4171	748	12332	4.0
3593	1869	12333	1.0
1753	789	12334	3.0
1067	668	12335	4.0
1781	861	12336	4.0
3303	2081	12337	2.0
126	1327	12338	5.0
3284	1559	12339	4.0
532	56	12340	4.0
1745	694	12341	4.0
4219	2090	12342	4.0
2954	1158	12343	4.0
2740	614	12344	4.0
3776	1881	12345	4.0
2989	1608	12346	2.0
1887	417	12347	4.0
2167	74	12348	4.0
1240	270	12349	4.0
3314	598	12350	5.0
1087	2024	12351	1.0
4160	647	12352	2.0
3609	1169	12353	2.0
3824	1309	12354	4.0
2115	566	12355	4.0
1723	1789	12356	5.0
3786	205	12357	5.0
2449	330	12358	4.0
1902	718	12359	4.0
283	1276	12360	4.0
2922	1416	12361	5.0
69	573	12362	4.0
2479	1266	12363	4.0
175	1977	12364	1.0
176	2133	12365	4.0
2311	761	12366	5.0
1306	922	12367	2.0
2191	1610	12368	5.0
658	384	12369	5.0
597	2107	12370	5.0
2389	618	12371	4.0
3876	765	12372	4.0
1400	1881	12373	5.0
3819	1101	12374	4.0
2238	678	12375	4.0
4153	1532	12376	5.0
451	1509	12377	4.0
970	499	12378	5.0
3756	533	12379	4.0
1882	823	12380	3.0
1205	1685	12381	4.0
2022	1274	12382	4.0
1132	1535	12383	3.0
2787	1262	12384	4.0
2878	1599	12385	4.0
940	617	12386	5.0
2151	1339	12387	3.0
801	373	12388	3.0
2328	1450	12389	4.0
2887	1337	12390	3.0
3638	1192	12391	4.0
3980	1022	12392	3.0
20	46	12393	4.0
2562	1807	12394	3.0
2035	1650	12395	3.0
2554	750	12396	5.0
2515	1409	12397	4.0
161	15	12398	5.0
3151	1077	12399	3.0
137	1346	12400	3.0
3782	1055	12401	5.0
1578	980	12402	3.0
2917	1893	12403	4.0
259	1136	12404	5.0
371	809	12405	2.0
3812	1382	12406	5.0
532	2130	12407	3.0
85	1183	12408	4.0
282	1183	12409	5.0
3683	1066	12410	2.0
1	457	12411	4.0
2359	161	12412	4.0
1055	853	12413	3.0
1862	572	12414	3.0
3380	312	12415	2.0
2441	1003	12416	5.0
3038	1052	12417	3.0
3076	275	12418	5.0
3634	1679	12419	3.0
3385	1966	12420	4.0
2647	1908	12421	5.0
3050	777	12422	4.0
4294	1789	12423	4.0
2293	1577	12424	4.0
3403	1382	12425	4.0
2637	959	12426	3.0
1637	694	12427	4.0
1445	2004	12428	3.0
2774	1383	12429	4.0
3186	853	12430	2.0
1637	1153	12431	3.0
4231	1975	12432	4.0
2865	1709	12433	4.0
3258	1588	12434	4.0
2867	1830	12435	5.0
2900	1396	12436	5.0
3308	370	12437	5.0
112	667	12438	3.0
899	976	12439	2.0
2324	45	12440	1.0
4258	2029	12441	4.0
2786	700	12442	3.0
2635	920	12443	4.0
748	883	12444	5.0
3729	1127	12445	4.0
2813	43	12446	3.0
22	1113	12447	4.0
483	2138	12448	4.0
487	1595	12449	5.0
1416	806	12450	4.0
2668	2060	12451	5.0
673	717	12452	1.0
695	831	12453	5.0
666	1204	12454	5.0
3927	1759	12455	3.0
3371	1522	12456	4.0
2156	1274	12457	5.0
2778	550	12458	5.0
1417	419	12459	5.0
642	210	12460	5.0
2867	772	12461	4.0
3006	1384	12462	5.0
972	1851	12463	4.0
933	424	12464	5.0
1306	974	12465	3.0
3736	76	12466	5.0
1925	1373	12467	5.0
857	1662	12468	4.0
4173	566	12469	3.0
975	1335	12470	4.0
188	1462	12471	4.0
473	2030	12472	3.0
1687	217	12473	4.0
536	2193	12474	4.0
3515	685	12475	3.0
3021	1946	12476	2.0
890	1228	12477	5.0
2691	172	12478	3.0
1307	1568	12479	5.0
860	920	12480	5.0
3744	764	12481	1.0
1817	1759	12482	4.0
1188	1559	12483	4.0
2976	670	12484	4.0
3634	1343	12485	4.0
534	355	12486	5.0
1460	1759	12487	2.0
3534	1929	12488	4.0
2307	1601	12489	2.0
2116	120	12490	3.0
1626	1239	12491	3.0
1675	1284	12492	5.0
3429	1694	12493	5.0
1967	275	12494	5.0
1131	247	12495	2.0
2499	639	12496	3.0
2875	2131	12497	2.0
1942	1041	12498	3.0
599	1373	12499	5.0
1388	1505	12500	5.0
864	2117	12501	5.0
2605	1634	12502	4.0
3751	323	12503	4.0
2499	1706	12504	4.0
2944	1144	12505	5.0
3178	164	12506	3.0
507	1780	12507	3.0
1337	1943	12508	2.0
847	1925	12509	5.0
4290	447	12510	3.0
3896	1784	12511	4.0
546	928	12512	4.0
1628	460	12513	3.0
432	1849	12514	3.0
2318	726	12515	4.0
2043	864	12516	3.0
716	859	12517	4.0
332	1888	12518	3.0
4217	1061	12519	5.0
864	1493	12520	4.0
215	1546	12521	4.0
3445	323	12522	5.0
3124	723	12523	4.0
2278	1243	12524	5.0
2999	61	12525	3.0
2795	1021	12526	5.0
503	44	12527	5.0
1426	1767	12528	3.0
3980	864	12529	5.0
2262	1384	12530	1.0
459	717	12531	3.0
1205	703	12532	4.0
4004	1842	12533	4.0
375	2184	12534	4.0
3917	352	12535	1.0
3001	465	12536	4.0
1783	1033	12537	4.0
692	1876	12538	4.0
2388	1433	12539	3.0
2763	1589	12540	5.0
879	395	12541	4.0
1248	384	12542	3.0
380	291	12543	2.0
3381	1397	12544	5.0
3546	1964	12545	4.0
1729	1504	12546	4.0
661	1049	12547	5.0
2027	1602	12548	4.0
4206	36	12549	4.0
3660	1589	12550	5.0
1896	1363	12551	4.0
1382	1628	12552	2.0
2541	323	12553	4.0
1413	863	12554	4.0
1991	1974	12555	5.0
4186	576	12556	3.0
772	2052	12557	3.0
4053	1835	12558	3.0
2868	1483	12559	2.0
2448	772	12560	3.0
107	1245	12561	3.0
481	96	12562	5.0
2620	1019	12563	4.0
1450	910	12564	5.0
1413	2181	12565	5.0
4112	1218	12566	4.0
3754	2042	12567	4.0
838	1636	12568	3.0
2529	56	12569	1.0
80	1504	12570	4.0
331	1807	12571	4.0
2643	181	12572	4.0
3664	320	12573	5.0
581	1408	12574	5.0
3926	895	12575	5.0
745	1543	12576	5.0
2740	363	12577	4.0
2262	2193	12578	5.0
3229	1797	12579	4.0
1342	1016	12580	4.0
4301	1954	12581	4.0
94	339	12582	5.0
2791	162	12583	2.0
927	1759	12584	4.0
1809	93	12585	5.0
940	1326	12586	3.0
222	79	12587	5.0
2374	389	12588	5.0
3915	1773	12589	4.0
943	703	12590	4.0
2277	1091	12591	3.0
2753	2141	12592	5.0
1935	700	12593	4.0
3829	1246	12594	2.0
3956	827	12595	4.0
48	2159	12596	4.0
1921	1036	12597	5.0
4155	1407	12598	4.0
4048	1811	12599	5.0
655	168	12600	4.0
1919	566	12601	3.0
1829	77	12602	4.0
2818	869	12603	4.0
2049	207	12604	4.0
481	613	12605	5.0
2299	2128	12606	4.0
1334	709	12607	1.0
4089	34	12608	5.0
2181	1599	12609	4.0
2186	1111	12610	4.0
2541	481	12611	2.0
2521	1663	12612	3.0
3668	1050	12613	4.0
710	561	12614	5.0
2890	197	12615	3.0
2476	320	12616	4.0
1611	1368	12617	4.0
210	1928	12618	4.0
4264	867	12619	3.0
3384	1820	12620	4.0
3480	1898	12621	5.0
3980	1066	12622	5.0
4209	1377	12623	5.0
3322	809	12624	4.0
113	1536	12625	4.0
3065	1766	12626	3.0
4017	886	12627	5.0
862	1187	12628	3.0
1714	2127	12629	5.0
2193	780	12630	3.0
1031	1206	12631	3.0
2158	1102	12632	2.0
1392	354	12633	4.0
1680	160	12634	4.0
1576	1100	12635	5.0
1543	683	12636	2.0
625	589	12637	4.0
3594	1886	12638	5.0
1149	1192	12639	2.0
2169	1673	12640	4.0
2818	303	12641	4.0
3028	603	12642	5.0
1759	1075	12643	4.0
611	281	12644	4.0
3417	1470	12645	5.0
3053	1677	12646	4.0
895	434	12647	4.0
3063	1396	12648	3.0
2722	1964	12649	1.0
2555	2193	12650	5.0
3158	1304	12651	5.0
1800	1599	12652	4.0
791	924	12653	3.0
1231	1611	12654	3.0
1906	1946	12655	5.0
2885	1261	12656	4.0
2928	533	12657	4.0
3398	691	12658	3.0
1939	1219	12659	4.0
753	1118	12660	5.0
1316	845	12661	3.0
305	1915	12662	2.0
4301	668	12663	4.0
1687	468	12664	3.0
138	866	12665	4.0
3000	286	12666	1.0
3227	1704	12667	5.0
561	167	12668	4.0
3439	151	12669	4.0
393	1870	12670	4.0
1850	55	12671	4.0
1626	921	12672	4.0
2115	45	12673	3.0
2787	2177	12674	5.0
1765	2024	12675	4.0
87	953	12676	5.0
1392	1420	12677	4.0
1397	2196	12678	1.0
3788	509	12679	3.0
5	685	12680	4.0
2027	399	12681	5.0
4069	1521	12682	5.0
349	316	12683	3.0
1968	840	12684	2.0
2593	1173	12685	4.0
2339	1382	12686	5.0
2352	31	12687	4.0
404	1442	12688	4.0
517	1153	12689	2.0
1332	349	12690	4.0
2660	1002	12691	5.0
3655	1868	12692	3.0
2203	488	12693	5.0
2582	1399	12694	4.0
3722	206	12695	4.0
3367	1614	12696	4.0
4078	1254	12697	2.0
1221	851	12698	5.0
1351	705	12699	5.0
2920	1012	12700	2.0
2722	1430	12701	3.0
460	1446	12702	5.0
2569	1064	12703	4.0
597	1382	12704	5.0
1378	1740	12705	5.0
3190	41	12706	3.0
524	1657	12707	4.0
733	1334	12708	4.0
2411	1605	12709	4.0
55	880	12710	5.0
4200	1520	12711	1.0
1066	784	12712	5.0
2851	966	12713	3.0
2081	597	12714	2.0
2306	202	12715	5.0
13	1548	12716	2.0
3938	1276	12717	3.0
2499	2071	12718	3.0
1324	2123	12719	5.0
2955	1408	12720	3.0
2376	789	12721	5.0
1718	12	12722	2.0
3525	844	12723	3.0
544	1716	12724	4.0
2264	144	12725	4.0
3973	1842	12726	5.0
80	771	12727	4.0
3350	464	12728	4.0
2478	35	12729	4.0
371	804	12730	4.0
2274	866	12731	5.0
634	1220	12732	3.0
1802	1951	12733	3.0
2441	267	12734	5.0
2729	1262	12735	4.0
1360	1842	12736	4.0
768	1880	12737	4.0
2424	1730	12738	5.0
473	247	12739	4.0
2554	2205	12740	4.0
1942	219	12741	2.0
4024	1923	12742	5.0
2721	1951	12743	4.0
3638	96	12744	3.0
2650	782	12745	2.0
42	1953	12746	5.0
2105	1158	12747	3.0
2234	632	12748	4.0
4015	1929	12749	3.0
280	846	12750	2.0
2848	1232	12751	2.0
1492	1272	12752	5.0
3670	1787	12753	5.0
3038	1025	12754	3.0
1011	1504	12755	3.0
3141	1687	12756	5.0
2047	2029	12757	4.0
177	1442	12758	3.0
2390	452	12759	5.0
1019	948	12760	4.0
779	184	12761	3.0
1303	805	12762	1.0
597	162	12763	4.0
1927	268	12764	4.0
1283	438	12765	3.0
937	413	12766	4.0
2612	2159	12767	2.0
656	876	12768	4.0
3207	1134	12769	3.0
3107	1185	12770	3.0
577	1442	12771	5.0
2077	1090	12772	4.0
4192	1626	12773	5.0
3547	1218	12774	3.0
1220	2057	12775	5.0
611	633	12776	2.0
4226	1524	12777	4.0
3666	498	12778	3.0
375	1412	12779	5.0
886	1373	12780	4.0
3720	1290	12781	2.0
4203	1215	12782	2.0
2656	304	12783	3.0
383	1174	12784	4.0
2481	1324	12785	5.0
1314	747	12786	3.0
301	798	12787	4.0
3079	1911	12788	3.0
2428	1006	12789	5.0
687	96	12790	1.0
726	1663	12791	4.0
1703	773	12792	4.0
2720	43	12793	4.0
1711	270	12794	5.0
1848	2047	12795	3.0
3376	2152	12796	5.0
3567	2052	12797	3.0
1773	1375	12798	3.0
1346	1881	12799	4.0
922	1621	12800	4.0
1989	264	12801	3.0
4144	682	12802	5.0
584	1912	12803	4.0
4237	630	12804	4.0
2407	1089	12805	4.0
1406	1779	12806	5.0
2914	1833	12807	1.0
1263	700	12808	4.0
3586	1881	12809	4.0
2293	1113	12810	3.0
3035	1884	12811	4.0
1277	1966	12812	4.0
1414	1267	12813	4.0
1419	2049	12814	4.0
2047	1679	12815	5.0
2743	713	12816	5.0
1124	1427	12817	5.0
1114	1724	12818	3.0
231	248	12819	4.0
11	1269	12820	3.0
1457	381	12821	3.0
571	1824	12822	5.0
1226	1988	12823	3.0
238	1321	12824	2.0
3736	1439	12825	4.0
783	505	12826	4.0
3417	138	12827	3.0
4011	161	12828	3.0
3722	1562	12829	4.0
4285	1021	12830	2.0
1438	1218	12831	3.0
307	487	12832	2.0
2970	2085	12833	2.0
784	747	12834	5.0
3761	677	12835	4.0
3587	1010	12836	5.0
2906	1833	12837	4.0
4277	1651	12838	4.0
2479	248	12839	5.0
1765	1638	12840	4.0
3525	1626	12841	3.0
2924	1604	12842	4.0
829	284	12843	3.0
1504	2093	12844	3.0
3883	1387	12845	5.0
4283	1101	12846	4.0
1566	220	12847	2.0
1338	1261	12848	4.0
1758	624	12849	1.0
2405	323	12850	4.0
3738	2111	12851	5.0
3096	519	12852	4.0
2934	144	12853	5.0
182	2137	12854	5.0
538	1948	12855	2.0
4046	132	12856	4.0
2789	934	12857	5.0
4055	2074	12858	4.0
3191	1808	12859	3.0
1059	1127	12860	4.0
2114	407	12861	4.0
3903	1460	12862	5.0
487	1030	12863	4.0
3051	1916	12864	2.0
2283	363	12865	4.0
80	2084	12866	4.0
2656	677	12867	3.0
452	1034	12868	5.0
532	712	12869	5.0
2540	1903	12870	3.0
493	97	12871	5.0
2973	2013	12872	5.0
2278	1567	12873	5.0
217	1574	12874	3.0
1799	1197	12875	4.0
622	1122	12876	3.0
2900	1928	12877	4.0
2099	1923	12878	3.0
4254	1382	12879	5.0
1414	1758	12880	5.0
1663	692	12881	2.0
2094	1369	12882	5.0
3500	1574	12883	4.0
4164	1486	12884	4.0
871	126	12885	5.0
514	302	12886	4.0
585	1760	12887	5.0
2939	1413	12888	5.0
3585	2042	12889	5.0
4261	824	12890	5.0
1656	354	12891	3.0
1645	19	12892	2.0
2636	1532	12893	4.0
208	980	12894	4.0
1786	1953	12895	4.0
1420	293	12896	3.0
269	168	12897	4.0
3410	123	12898	4.0
1551	261	12899	3.0
2050	1962	12900	1.0
902	2057	12901	4.0
3311	36	12902	4.0
3743	1016	12903	2.0
1574	1273	12904	4.0
1730	1882	12905	3.0
2286	960	12906	4.0
732	2040	12907	5.0
584	533	12908	4.0
481	1405	12909	1.0
3467	1095	12910	3.0
1254	963	12911	2.0
3680	970	12912	5.0
3091	2009	12913	5.0
3916	1479	12914	3.0
3825	791	12915	5.0
544	1240	12916	4.0
696	1957	12917	5.0
326	1659	12918	5.0
3604	414	12919	3.0
307	455	12920	3.0
2962	688	12921	2.0
4253	1016	12922	4.0
4206	140	12923	4.0
2581	2042	12924	5.0
3157	556	12925	3.0
841	1319	12926	4.0
3380	2030	12927	3.0
4054	1897	12928	4.0
1546	805	12929	2.0
2611	1857	12930	4.0
815	337	12931	1.0
1847	717	12932	5.0
2777	846	12933	5.0
731	1413	12934	4.0
3644	1966	12935	4.0
2745	57	12936	4.0
126	1866	12937	5.0
2980	390	12938	5.0
1820	1382	12939	5.0
1202	1626	12940	4.0
1785	816	12941	3.0
3535	849	12942	3.0
2313	341	12943	4.0
2259	523	12944	5.0
3536	566	12945	5.0
2627	1374	12946	4.0
2570	302	12947	5.0
2051	665	12948	4.0
475	1045	12949	4.0
3989	1128	12950	4.0
380	654	12951	4.0
4210	1604	12952	5.0
2730	673	12953	4.0
3478	1659	12954	4.0
1098	840	12955	3.0
4112	543	12956	4.0
413	2060	12957	4.0
1605	1881	12958	4.0
3716	1827	12959	5.0
3027	2003	12960	5.0
2296	1250	12961	4.0
373	403	12962	4.0
2277	903	12963	1.0
1232	595	12964	2.0
49	1596	12965	5.0
243	1372	12966	4.0
3906	650	12967	4.0
4039	1868	12968	4.0
3383	2053	12969	2.0
1774	1427	12970	5.0
1214	922	12971	5.0
555	482	12972	2.0
1309	1334	12973	3.0
1041	988	12974	4.0
3882	982	12975	5.0
1335	176	12976	4.0
3374	2127	12977	4.0
2947	1557	12978	2.0
2178	1053	12979	4.0
3657	2107	12980	5.0
2434	698	12981	4.0
2837	897	12982	4.0
2971	1002	12983	4.0
1765	1261	12984	3.0
1076	692	12985	2.0
4194	93	12986	3.0
2199	1602	12987	5.0
3823	68	12988	3.0
4133	1166	12989	4.0
2612	597	12990	4.0
4278	1233	12991	5.0
1536	1612	12992	4.0
4240	0	12993	4.0
2973	2137	12994	5.0
1828	958	12995	5.0
3012	932	12996	5.0
1999	1335	12997	3.0
1241	3	12998	3.0
377	1023	12999	2.0
514	1573	13000	4.0
2797	1851	13001	4.0
2015	1190	13002	4.0
584	853	13003	4.0
244	771	13004	5.0
343	1974	13005	4.0
3125	559	13006	4.0
2346	354	13007	4.0
3595	1580	13008	2.0
2387	1953	13009	5.0
45	342	13010	5.0
2670	600	13011	5.0
3535	1478	13012	3.0
2057	1548	13013	3.0
4178	1462	13014	5.0
2069	1250	13015	4.0
2788	1210	13016	2.0
532	1815	13017	5.0
3879	464	13018	5.0
1287	688	13019	3.0
1795	2084	13020	4.0
3458	1164	13021	3.0
4277	2055	13022	1.0
1153	1184	13023	2.0
3796	1439	13024	5.0
3099	799	13025	5.0
1329	58	13026	5.0
698	1433	13027	3.0
3464	581	13028	3.0
551	482	13029	4.0
7	485	13030	4.0
1950	1780	13031	4.0
1675	1229	13032	4.0
2656	300	13033	3.0
3636	407	13034	4.0
577	2009	13035	4.0
3030	64	13036	3.0
3751	68	13037	5.0
3421	1	13038	5.0
4052	2006	13039	4.0
1234	1897	13040	4.0
208	1190	13041	2.0
2535	416	13042	4.0
1893	1986	13043	1.0
3217	957	13044	3.0
959	1853	13045	3.0
78	863	13046	5.0
1211	692	13047	3.0
3535	261	13048	4.0
202	1857	13049	5.0
3186	1687	13050	2.0
629	228	13051	5.0
1737	112	13052	5.0
375	2090	13053	5.0
944	533	13054	4.0
2953	980	13055	3.0
2266	1112	13056	5.0
2486	1169	13057	3.0
1293	2068	13058	5.0
2490	1731	13059	5.0
2155	1756	13060	3.0
3850	45	13061	2.0
3411	627	13062	5.0
1707	105	13063	3.0
39	712	13064	5.0
4040	93	13065	3.0
2302	281	13066	4.0
4050	417	13067	4.0
2205	1599	13068	5.0
318	1382	13069	5.0
889	1785	13070	4.0
3877	50	13071	4.0
295	1881	13072	5.0
3751	1737	13073	5.0
338	867	13074	4.0
1433	1658	13075	2.0
3768	1342	13076	5.0
420	1382	13077	5.0
1341	1105	13078	2.0
1310	972	13079	3.0
232	1441	13080	4.0
1883	1197	13081	4.0
37	1569	13082	4.0
3685	192	13083	5.0
3750	884	13084	4.0
1793	352	13085	4.0
4197	1122	13086	3.0
3686	1879	13087	3.0
2944	157	13088	3.0
1254	1842	13089	2.0
3587	1061	13090	4.0
2301	239	13091	3.0
2159	173	13092	4.0
2408	1396	13093	2.0
3781	1189	13094	4.0
4231	1787	13095	4.0
149	1202	13096	3.0
1229	2131	13097	5.0
2761	1677	13098	4.0
3387	1474	13099	4.0
532	1324	13100	4.0
4260	806	13101	5.0
3638	2100	13102	4.0
3859	319	13103	5.0
1933	1439	13104	5.0
1001	602	13105	4.0
1337	1824	13106	3.0
3820	70	13107	4.0
1397	1199	13108	4.0
374	757	13109	3.0
119	1963	13110	5.0
69	126	13111	3.0
2312	431	13112	4.0
2413	996	13113	5.0
326	1979	13114	2.0
3710	1458	13115	4.0
95	312	13116	5.0
1829	2177	13117	5.0
338	1014	13118	5.0
1414	696	13119	5.0
1640	139	13120	5.0
3224	1006	13121	4.0
3485	2025	13122	3.0
1916	746	13123	2.0
2412	806	13124	5.0
323	202	13125	5.0
4028	804	13126	1.0
671	2194	13127	4.0
2786	1034	13128	3.0
3410	52	13129	4.0
1894	1021	13130	4.0
370	524	13131	4.0
2055	1225	13132	4.0
1549	239	13133	3.0
44	966	13134	4.0
501	773	13135	2.0
4207	1789	13136	3.0
1313	1870	13137	5.0
3038	1605	13138	4.0
3056	639	13139	4.0
4173	144	13140	4.0
2809	1648	13141	4.0
3243	1250	13142	3.0
3094	1884	13143	4.0
3276	616	13144	4.0
2207	676	13145	4.0
2422	1504	13146	4.0
4194	308	13147	5.0
1008	853	13148	5.0
2220	258	13149	4.0
1864	131	13150	2.0
484	1144	13151	4.0
3725	1278	13152	4.0
1728	2183	13153	5.0
2274	608	13154	3.0
1648	197	13155	2.0
2401	299	13156	5.0
1877	1258	13157	3.0
1674	1927	13158	4.0
3410	1688	13159	4.0
2122	897	13160	2.0
965	1593	13161	5.0
682	1890	13162	3.0
1147	417	13163	2.0
3586	961	13164	4.0
3720	5	13165	3.0
3125	1512	13166	5.0
4193	1872	13167	5.0
417	1291	13168	5.0
243	202	13169	5.0
3397	70	13170	5.0
4092	1747	13171	5.0
1436	925	13172	3.0
